As of Date,Fund Name,Donor Name,Donor Country Code,Receipt Type,Receipt Quarter,Calendar Year,Receipt Currency,Receipt Amount,Contribution Type,Sub Account,Amount in USD,Sector/Theme
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",GFATM Secretariat,,Cash,JAN-MAR,2008,USD,1413402.86,Grant,,1413402.86,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",India,IN,Cash,OCT-DEC,2007,USD,1499950.00,Grant,,1499950.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Russian Federation,RU,Cash,OCT-DEC,2007,USD,70264566.98,Grant,,70264566.98,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Romania,RO,Cash,OCT-DEC,2007,EUR,300000.00,Grant,,435514.50,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Hungary,HU,Cash,JAN-MAR,2008,USD,9963.57,Grant,,9963.57,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",India,IN,Cash,JAN-MAR,2008,USD,499960.00,Grant,,499960.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",GFATM Secretariat,,Cash,OCT-DEC,2012,USD,0.02,Grant,,0.02,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Portugal,PT,Cash,OCT-DEC,2007,USD,2612970.00,Grant,,2612970.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Portugal,PT,Cash,OCT-DEC,2007,USD,387030.00,Grant,,387030.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",UNF,,Cash,JUL-SEP,2008,USD,2849824.60,Grant,,2849824.60,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Indonesia,ID,Cash,JUL-SEP,2008,IDR,73518550000,Grant,,8005920.82,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",France,FR,Cash,OCT-DEC,2007,EUR,125000000.00,Grant,,184000000.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",GFATM Secretariat,,Cash,JAN-MAR,2008,USD,6064989.61,Grant,,6064989.61,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",EC/EU,,Cash,OCT-DEC,2007,EUR,62000000.00,Grant,,91114270.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Sweden,SE,Cash,JUL-SEP,2008,SEK,631000000.00,Grant,,100351468.69,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Germany,DE,Cash,APR-JUN,2008,EUR,54000000.00,Grant,,84969000.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",GFATM Secretariat,,Cash,JAN-MAR,2008,USD,2511933.64,Grant,,2511933.64,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Gates,,Cash,APR-JUN,2008,USD,75000000.00,Grant,,75000000.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Russian Federation,RU,Cash,JAN-MAR,2008,USD,10475369.41,Grant,,10475369.41,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Kuwait,KW,Cash,JUL-SEP,2008,USD,500000.00,Grant,,500000.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",GFATM Secretariat,,Cash,OCT-DEC,2007,USD,1800241.21,Grant,,1800241.21,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",GFATM Secretariat,,Cash,OCT-DEC,2007,USD,64980.00,Grant,,64980.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Germany,DE,Cash,APR-JUN,2008,EUR,10250000.00,Grant,,15922350.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Italy,IT,Cash,OCT-DEC,2007,EUR,130000000.00,Grant,,186890600.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Thailand,TH,Cash,OCT-DEC,2007,USD,999973.00,Grant,,999973.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Sweden,SE,Cash,OCT-DEC,2007,SEK,29000000.00,Grant,,4446488.81,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",GFATM Secretariat,,Cash,APR-JUN,2008,USD,2863046.61,Grant,,2863046.61,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Belgium,BE,Cash,OCT-DEC,2007,EUR,2000000.00,Grant,,2875240.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Ireland,IE,Cash,OCT-DEC,2007,EUR,4400000.00,Grant,,6325527.99,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Germany,DE,Cash,APR-JUN,2008,EUR,12000000.00,Grant,,18640800.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Germany,DE,Cash,APR-JUN,2008,EUR,23750000.00,Grant,,36893249.97,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",South Africa,ZA,Cash,APR-JUN,2008,USD,130718.95,Grant,,130718.95,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",GFATM Secretariat,,Cash,APR-JUN,2008,USD,3726242.45,Grant,,3726242.45,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",WHO,,Cash,JAN-MAR,2008,USD,38691941.00,Grant,,38691941.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Gates,,Cash,APR-JUN,2008,USD,25000000.00,Grant,,25000000.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Iceland,IS,Cash,OCT-DEC,2007,USD,200000.00,Grant,,200000.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Germany,DE,Cash,APR-JUN,2009,EUR,7625000.00,Grant,,10748962.50,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",GFATM Secretariat,,Cash,APR-JUN,2009,USD,1204769.18,Grant,,1204769.18,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",France,FR,Note,OCT-DEC,2009,EUR,120470000.00,Grant,,173103343.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",EC/EU,,Cash,OCT-DEC,2009,EUR,50000000.00,Grant,,50000000.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Spain,ES,Cash,OCT-DEC,2009,EUR,1500000.00,Grant,,1500000.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Romania,RO,Cash,OCT-DEC,2009,EUR,75000.00,Grant,,75000.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Gates,,Cash,OCT-DEC,2009,USD,100000000.00,Grant,,100000000.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Canada,CA,Cash,JAN-MAR,2010,CAD,100000000.00,Grant,,96525096.53,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Netherlands,NL,Cash,OCT-DEC,2013,EUR,55000000.00,Grant,,74211500.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Australia,AU,Cash,JAN-MAR,2010,AUD,46500000.00,Grant,,42538200.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Luxembourg,LU,Cash,APR-JUN,2010,EUR,2500000.00,Grant,,3169250.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Ireland,IE,Cash,APR-JUN,2010,EUR,9050000.00,Grant,,11481735.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",GFATM Secretariat,,Cash,OCT-DEC,2009,USD,1425282.59,Grant,,1425282.59,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Thailand,TH,Cash,APR-JUN,2009,USD,116796.36,Grant,,116796.36,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",United Kingdom,GB,Note,APR-JUN,2009,GBP,115000000.00,Grant,,190578000.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",GFATM Secretariat,,Cash,APR-JUN,2009,USD,5003572.04,Grant,,5003572.04,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Sweden,SE,Cash,OCT-DEC,2009,SEK,360000000.00,Grant,,49986809.04,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Japan,JP,Cash,JAN-MAR,2005,USD,62600000.00,Grant,,62600000.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Japan,JP,Cash,OCT-DEC,2002,USD,8400000.00,Grant,,8400000.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Thailand,TH,Cash,OCT-DEC,2003,USD,1000000.00,Grant,,1000000.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",United States,US,Cash,APR-JUN,2004,USD,360000000.00,Grant,,360000000.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Poland,PL,Cash,JUL-SEP,2003,USD,10000.00,Grant,,10000.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Canada,CA,Cash,JUL-SEP,2004,USD,5514.30,Grant,,5514.30,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",GFATM Secretariat,,Cash,JAN-MAR,2010,USD,7192.54,Grant,,7192.54,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",GFATM Secretariat,,Cash,JAN-MAR,2010,USD,1991.67,Grant,,1991.67,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",United Kingdom,GB,Cash,JAN-MAR,2010,GBP,10000000.00,Grant,AMFM,16158000.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Belgium,BE,Cash,JAN-MAR,2010,EUR,3750000.00,Grant,,3750000.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Portugal,PT,Cash,JAN-MAR,2010,USD,2500000.00,Grant,,2500000.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Netherlands,NL,Cash,APR-JUN,2009,EUR,60000000.00,Grant,,83472000.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",GFATM Secretariat,,Cash,JAN-MAR,2010,USD,2048734.06,Grant,,2048734.06,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Russian Federation,RU,Cash,APR-JUN,2010,USD,16526949.89,Grant,,16526949.89,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Norway,NO,Cash,OCT-DEC,2009,NOK,375000000.00,Grant,,67151350.19,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Slovenia,SI,Cash,OCT-DEC,2009,EUR,40000.00,Grant,,60342.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",GFATM Secretariat,,Cash,JAN-MAR,2010,USD,577942.87,Grant,,577942.87,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Canada,CA,Cash,JAN-MAR,2010,CAD,39800000.00,Grant,,37854289.52,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Saudi Arabia,SA,Cash,OCT-DEC,2009,USD,3000000.00,Grant,,3000000.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria","Korea, Republic of",KR,Cash,JAN-MAR,2010,USD,4000000.00,Grant,,4000000.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Germany,DE,Cash,JAN-MAR,2010,EUR,10000000.00,Grant,,10000000.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Germany,DE,Cash,JAN-MAR,2010,EUR,32250000.00,Grant,,32250000.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Germany,DE,Cash,JAN-MAR,2010,EUR,350000.00,Grant,,350000.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",United Kingdom,GB,Cash,APR-JUN,2010,GBP,30000000.00,Grant,AMFM,46332000.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Japan,JP,Cash,JAN-MAR,2010,USD,183018005.00,Grant,,183018005.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Russian Federation,RU,Cash,OCT-DEC,2009,USD,9163762.98,Grant,,9163762.98,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Spain,ES,Cash,OCT-DEC,2009,EUR,142577593.35,Grant,,214821659.90,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",India,IN,Cash,OCT-DEC,2009,USD,2000000.00,Grant,,2000000.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Kuwait,KW,Cash,JAN-MAR,2010,USD,500000.00,Grant,,500000.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",WHO,,Cash,OCT-DEC,2009,USD,65000000.00,Grant,AMFM,65000000.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",GFATM Secretariat,,Cash,OCT-DEC,2009,USD,2984220.00,Grant,,2984220.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",India,IN,Cash,APR-JUN,2010,USD,5000000.00,Grant,,5000000.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",GFATM Secretariat,,Cash,APR-JUN,2009,USD,2634.53,Grant,,2634.53,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Germany,DE,Cash,APR-JUN,2009,EUR,10750000.00,Grant,,15154275.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Germany,DE,Cash,APR-JUN,2009,EUR,25125000.00,Grant,,35418712.50,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Germany,DE,Cash,JUL-SEP,2009,EUR,6500000.00,Grant,,9161750.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Germany,DE,Cash,JUL-SEP,2009,EUR,7625000.00,Grant,,10747437.50,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Germany,DE,Cash,JUL-SEP,2009,EUR,10750000.00,Grant,,15152125.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",GFATM Secretariat,,Cash,JAN-MAR,2010,USD,4542168.32,Grant,,4542168.32,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",United Kingdom,GB,Note,APR-JUN,2010,GBP,48400000.00,Grant,,74354500.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",GFATM Secretariat,,Cash,OCT-DEC,2009,USD,224626.52,Grant,,224626.52,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Netherlands,NL,Cash,OCT-DEC,2013,EUR,12000000.00,Grant,,16191600.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",GFATM Secretariat,,Cash,OCT-DEC,2009,USD,1122445.81,Grant,,1122445.81,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",UNF,,Cash,JUL-SEP,2008,USD,38935232.00,Grant,,38935232.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",GFATM Secretariat,,Cash,JUL-SEP,2009,USD,1343323.81,Grant,,1343323.81,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Gates,,Cash,OCT-DEC,2009,USD,9531173.00,Grant,AMFM,9531173.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Thailand,TH,Cash,OCT-DEC,2009,USD,999973.00,Grant,,999973.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",GFATM Secretariat,,Cash,OCT-DEC,2009,USD,1929265.14,Grant,,1929265.14,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",EC/EU,,Cash,APR-JUN,2010,EUR,50000000.00,Grant,,62680000.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",EC/EU,,Cash,OCT-DEC,2013,EUR,40000000.00,Grant,,54680000.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Saudi Arabia,SA,Cash,APR-JUN,2010,USD,3000000.00,Grant,,3000000.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Gates,,Cash,JUL-SEP,2010,USD,9833827.00,Grant,AMFM,9833827.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Cote d'Ivoire,CI,Cash,OCT-DEC,2010,XOF,307820115,Grant,,660965.02,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",UNF,,Cash,OCT-DEC,2010,USD,1094668.00,Grant,,1094668.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Tunisia,TN,Cash,OCT-DEC,2010,USD,2000000.00,Grant,,2000000.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Indonesia,ID,Cash,OCT-DEC,2010,EUR,618265.83,Grant,,826497.76,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",United Kingdom,GB,Note,JUL-SEP,2010,GBP,116600000.00,Grant,,174550200.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Sweden,SE,Cash,OCT-DEC,2013,SEK,300000000.00,Grant,,45578851.41,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",GFATM Secretariat,,Cash,JAN-MAR,2011,USD,2362871.40,Grant,,2362871.40,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",GFATM Secretariat,,Cash,JAN-MAR,2011,USD,686073.50,Grant,,686073.50,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Japan,JP,Cash,JAN-MAR,2011,USD,114229085.00,Grant,,114229085.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",France,FR,Note,OCT-DEC,2013,EUR,50000000.00,Grant,,67932500.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Netherlands,NL,Cash,OCT-DEC,2010,EUR,61900000.00,Grant,,81769900.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Belgium,BE,Cash,OCT-DEC,2010,EUR,7850000.00,Grant,,10325890.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",GFATM Secretariat,,Cash,JAN-MAR,2011,USD,5613.77,Grant,,5613.77,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",GFATM Secretariat,,Cash,JAN-MAR,2011,USD,1430586.87,Grant,,1430586.87,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",New Zealand,NZ,Cash,APR-JUN,2010,NZD,1000000.00,Grant,,671400.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Indonesia,ID,Cash,OCT-DEC,2013,EUR,697861.79,Grant,,957257.02,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",France,FR,Note,OCT-DEC,2010,EUR,50000000.00,Grant,,67307500.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",France,FR,Note,OCT-DEC,2010,EUR,50000000.00,Grant,,67307500.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",France,FR,Note,OCT-DEC,2010,EUR,32429500.00,Grant,,43654971.43,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",GFATM Secretariat,,Cash,JAN-MAR,2011,USD,460850.34,Grant,,460850.34,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",GFATM Secretariat,,Cash,JAN-MAR,2011,USD,5533.15,Grant,,5533.15,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Malaysia,MY,Cash,JAN-MAR,2011,USD,100000.00,Grant,,100000.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Indonesia,ID,Cash,OCT-DEC,2010,USD,1023376.83,Grant,,1023376.83,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",United Kingdom,GB,Note,JAN-MAR,2011,GBP,130000000.00,Grant,,207246000.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",UNF,,Cash,JAN-MAR,2011,USD,3685191.00,Grant,,3685191.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",France,FR,Note,APR-JUN,2011,EUR,150000000.00,Grant,,219375000.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",GFATM Secretariat,,Cash,JAN-MAR,2011,USD,15180.39,Grant,,15180.39,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",GFATM Secretariat,,Cash,JAN-MAR,2011,USD,2432416.07,Grant,,2432416.07,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",China,CN,Cash,APR-JUN,2010,USD,2000000.00,Grant,,2000000.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Liechtenstein,LI,Cash,JAN-MAR,2011,CHF,100000.00,Grant,,102753.80,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Spain,ES,Cash,JAN-MAR,2011,EUR,103000000.00,Grant,,133673400.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",GFATM Secretariat,,Cash,OCT-DEC,2013,USD,2439421.88,Grant,,2439421.88,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Denmark,DK,Cash,OCT-DEC,2010,DKK,75000000.00,Grant,,13556503.51,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Pakistan,PK,Cash,JUL-SEP,2010,PKR,524885500.00,Grant,,6120771.08,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",UNF,,Cash,OCT-DEC,2013,USD,18472.71,Grant,,18472.71,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria","Korea, Republic of",KR,Cash,OCT-DEC,2013,USD,2000000.00,Grant,,2000000.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",France,FR,Note,JUL-SEP,2010,EUR,29530000.00,Grant,,37991821.50,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",GFATM Secretariat,,Cash,OCT-DEC,2010,USD,285765.77,Grant,,285765.77,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Slovenia,SI,Cash,OCT-DEC,2010,EUR,50000.00,Grant,,68560.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",United Kingdom,GB,Note,APR-JUN,2011,GBP,10000000.00,Grant,,16519000.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",United Kingdom,GB,Note,APR-JUN,2011,GBP,20000000.00,Grant,,33038000.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",United Kingdom,GB,Note,APR-JUN,2011,GBP,20000000.00,Grant,,33038000.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Belgium,BE,Cash,JUL-SEP,2010,EUR,13150000.00,Grant,,17087110.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",GFATM Secretariat,,Cash,OCT-DEC,2010,USD,1091890.07,Grant,,1091890.07,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",UNF,,Cash,JAN-MAR,2011,USD,590784.00,Grant,,590784.00,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",Switzerland,CH,Cash,OCT-DEC,2010,CHF,7000000.00,Grant,,7186858.32,Health
2013-12-31T00:00:00.000,"The Global Fund to Fight AIDS, Tuberculosis, and Malaria",UNF,,Cash,OCT-DEC,2010,USD,2210078.19,Grant,,2210078.19,Health
